499999995000000.000000,0.103182
499999995000000.000000,0.101199
499999995000000.000000,0.101246
499999995000000.000000,0.101610
499999995000000.000000,0.101656
499999995000000.000000,0.101060
499999995000000.000000,0.101188
499999995000000.000000,0.101464
499999995000000.000000,0.101903
499999995000000.000000,0.101280
499999995000000.000000,0.101234
499999995000000.000000,0.101474
499999995000000.000000,0.101890
499999995000000.000000,0.101162
499999995000000.000000,0.101421
499999995000000.000000,0.101384
499999995000000.000000,0.101637
499999995000000.000000,0.101500
499999995000000.000000,0.101469
499999995000000.000000,0.101527
499999995000000.000000,0.101356
499999995000000.000000,0.101324
499999995000000.000000,0.101445
499999995000000.000000,0.101338
499999995000000.000000,0.101166
499999995000000.000000,0.101583
499999995000000.000000,0.101190
499999995000000.000000,0.101039
499999995000000.000000,0.101191
499999995000000.000000,0.101185
