499999995000000.000000,0.101422
499999995000000.000000,0.099853
499999995000000.000000,0.101025
499999995000000.000000,0.100932
499999995000000.000000,0.101272
499999995000000.000000,0.101546
499999995000000.000000,0.101199
499999995000000.000000,0.101197
499999995000000.000000,0.101276
499999995000000.000000,0.100334
499999995000000.000000,0.101413
499999995000000.000000,0.100858
499999995000000.000000,0.101413
499999995000000.000000,0.101431
499999995000000.000000,0.101098
499999995000000.000000,0.100904
499999995000000.000000,0.101492
499999995000000.000000,0.101484
499999995000000.000000,0.100821
499999995000000.000000,0.100917
499999995000000.000000,0.101104
499999995000000.000000,0.101088
499999995000000.000000,0.100938
499999995000000.000000,0.101335
499999995000000.000000,0.100821
499999995000000.000000,0.101078
499999995000000.000000,0.100746
499999995000000.000000,0.101105
499999995000000.000000,0.101075
499999995000000.000000,0.101502
