result,execution_time
2167,0.087974
2167,0.089047
2167,0.090654
2167,0.089772
2167,0.089424
2167,0.090401
2167,0.090054
2167,0.090262
2167,0.090767
2167,0.088782
2167,0.088220
2167,0.090084
2167,0.088407
2167,0.090616
2167,0.090511
2167,0.088481
2167,0.090009
2167,0.089639
2167,0.088893
2167,0.089987
2167,0.089331
2167,0.089363
2167,0.089209
2167,0.088840
2167,0.090394
2167,0.088005
2167,0.089780
2167,0.089506
2167,0.089615
2167,0.090734
2167,0.088886
2167,0.089054
2167,0.090294
2167,0.089680
2167,0.090346
2167,0.089335
2167,0.089054
2167,0.089858
2167,0.087820
2167,0.088429
2167,0.089202
2167,0.089252
2167,0.089653
2167,0.088845
2167,0.089644
2167,0.089654
2167,0.088883
2167,0.089481
2167,0.088381
2167,0.088774
2167,0.089590
2167,0.090630
2167,0.090217
2167,0.089794
2167,0.089165
2167,0.090142
2167,0.089010
2167,0.090644
2167,0.089093
2167,0.089454
2167,0.089696
2167,0.088871
2167,0.089728
2167,0.089552
2167,0.088392
2167,0.090141
2167,0.087355
2167,0.089634
2167,0.088579
2167,0.088527
2167,0.089513
2167,0.088860
2167,0.090256
2167,0.089288
2167,0.090049
2167,0.090587
2167,0.089471
2167,0.088905
2167,0.089591
2167,0.089107
2167,0.089617
2167,0.090953
2167,0.088783
2167,0.090195
2167,0.089879
2167,0.088241
2167,0.089533
2167,0.090142
2167,0.090427
2167,0.089717
2167,0.089406
2167,0.088830
2167,0.089593
2167,0.089277
2167,0.089404
2167,0.090416
2167,0.090273
2167,0.090255
2167,0.088904
2167,0.089310
2167,0.089820
2167,0.089652
2167,0.088484
2167,0.088441
2167,0.089200
2167,0.090200
2167,0.088434
2167,0.089838
2167,0.089732
2167,0.088969
2167,0.090705
2167,0.089189
2167,0.089754
2167,0.088172
2167,0.089022
2167,0.092295
2167,0.088291
2167,0.089213
2167,0.090572
2167,0.089046
2167,0.088509
2167,0.089964
2167,0.088708
2167,0.089936
2167,0.088421
2167,0.089702
2167,0.089335
2167,0.087969
2167,0.090649
2167,0.088928
2167,0.089677
2167,0.089039
2167,0.089294
2167,0.089784
2167,0.089053
2167,0.089707
2167,0.088251
2167,0.089512
2167,0.089697
2167,0.089074
2167,0.090517
2167,0.089782
2167,0.089183
2167,0.089997
2167,0.089747
2167,0.090579
2167,0.089045
2167,0.089260
2167,0.088651
2167,0.088342
