2167,0.081147
2167,0.079771
2167,0.080676
2167,0.079899
2167,0.080271
2167,0.080625
2167,0.080358
2167,0.080295
2167,0.080042
2167,0.079846
2167,0.081492
2167,0.080464
2167,0.081348
2167,0.080218
2167,0.080047
2167,0.080334
2167,0.079924
2167,0.080169
2167,0.079977
2167,0.080141
2167,0.080488
2167,0.080990
2167,0.080171
2167,0.080628
2167,0.080150
2167,0.079656
2167,0.081117
2167,0.081185
2167,0.080101
2167,0.079171
2167,0.079969
2167,0.080920
2167,0.079783
2167,0.081666
2167,0.079387
2167,0.081115
2167,0.080292
2167,0.080208
2167,0.081009
2167,0.081454
2167,0.080407
2167,0.079473
2167,0.080417
2167,0.081372
2167,0.080350
2167,0.080859
2167,0.080260
2167,0.079903
2167,0.081614
2167,0.080434
2167,0.081374
2167,0.080390
2167,0.079635
2167,0.080707
2167,0.079886
2167,0.079761
2167,0.080666
2167,0.080866
2167,0.080222
2167,0.080680
