result,execution_time
2167,0.087997
2167,0.087532
2167,0.087170
2167,0.088415
2167,0.088068
2167,0.088406
2167,0.087237
2167,0.087831
2167,0.088024
2167,0.088453
2167,0.087934
2167,0.087918
2167,0.087964
2167,0.087773
2167,0.088270
2167,0.088253
2167,0.088264
2167,0.087884
2167,0.087370
2167,0.088805
2167,0.092268
2167,0.087968
2167,0.087737
2167,0.087546
2167,0.087413
2167,0.087659
2167,0.087719
2167,0.088206
2167,0.088593
2167,0.088091
2167,0.089202
2167,0.088235
2167,0.089038
2167,0.089226
2167,0.088365
2167,0.089023
2167,0.089682
2167,0.087562
2167,0.089302
2167,0.087804
2167,0.089328
2167,0.089437
2167,0.087818
2167,0.088584
2167,0.088844
2167,0.088424
2167,0.088970
2167,0.088605
2167,0.088650
2167,0.087952
2167,0.088235
2167,0.088794
2167,0.088090
2167,0.088002
2167,0.087284
2167,0.087800
2167,0.087736
2167,0.087535
2167,0.088782
2167,0.088759
